
------ 3631424765 ::  ------

2927454765::EN::ItemName_Mexiox_ls.machete_verde_off = "Green Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_verde_off = "绿色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.revista_machetes = "Geek N Freak Issue #66",
2927454765::CN::ItemName_Mexiox_ls.revista_machetes = "极客狂迷 第66期",
2927454765::EN::ItemName_Mexiox_machetes.BluekyberCrystal = "Blue Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.BluekyberCrystal = "蓝色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.GreenkyberCrystal = "Green Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.GreenkyberCrystal = "绿色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.OrangekyberCrystal = "Orange Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.OrangekyberCrystal = "橙色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.PinkkyberCrystal = "Pink Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.PinkkyberCrystal = "粉色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.PurplekyberCrystal = "Purple Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.PurplekyberCrystal = "紫色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.RedkyberCrystal = "Red Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.RedkyberCrystal = "红色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.YellowkyberCrystal = "Yellow Kyber Crystal",
2927454765::CN::ItemName_Mexiox_machetes.YellowkyberCrystal = "黄色凯伯水晶",
2927454765::EN::ItemName_Mexiox_machetes.machete_amarillo_off = "Yellow Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_amarillo_off = "黄色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_azul_off = "Blue Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_azul_off = "蓝色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_morao_off = "Purple Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_morao_off = "紫色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_naranja_off = "Orange Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_naranja_off = "橙色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_amarillo = "Yellow Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_amarillo = "黄色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_azul = "Blue Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_azul = "蓝色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_morao = "Purple Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_morao = "紫色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_naranja = "Orange Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_naranja = "橙色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_rojo = "Red Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_rojo = "红色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_rosa = "Pink Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_rosa = "粉色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_on_verde = "Green Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_on_verde = "绿色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_rojo_off = "Red Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_rojo_off = "红色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_rosa_off = "Pink Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_rosa_off = "粉色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.machete_verde_off = "Green Machete Saber",
2927454765::CN::ItemName_Mexiox_machetes.machete_verde_off = "绿色马切特光剑",
2927454765::EN::ItemName_Mexiox_machetes.revista_machetes = "Geek N Freak Issue #66",
2927454765::CN::ItemName_Mexiox_machetes.revista_machetes = "极客狂迷 第66期",
2927454765::EN::ItemName_Mexiox_sw.anakin_off = "Anakin's Saber",
2927454765::CN::ItemName_Mexiox_sw.anakin_off = "安纳金的光剑",
2927454765::EN::ItemName_Mexiox_sw.anakin_on = "Anakin's Saber",
2927454765::CN::ItemName_Mexiox_sw.anakin_on = "安纳金的光剑",
2927454765::EN::ItemName_Mexiox_sw.blackglove = "Black glove",
2927454765::CN::ItemName_Mexiox_sw.blackglove = "黑色手套 (单)",
2927454765::EN::ItemName_Mexiox_sw.blackgloves = "Black gloves",
2927454765::CN::ItemName_Mexiox_sw.blackgloves = "黑色手套",
2927454765::EN::ItemName_Mexiox_sw.darthvader_off = "Darth Vader's Saber",
2927454765::CN::ItemName_Mexiox_sw.darthvader_off = "达斯·维达的光剑",
2927454765::EN::ItemName_Mexiox_sw.darthvader_on = "Darth Vader's Saber",
2927454765::CN::ItemName_Mexiox_sw.darthvader_on = "达斯·维达的光剑",
2927454765::EN::ItemName_Mexiox_sw.dooku_off = "Dooku's Saber",
2927454765::CN::ItemName_Mexiox_sw.dooku_off = "杜库的光剑",
2927454765::EN::ItemName_Mexiox_sw.dooku_on = "Dooku's Saber",
2927454765::CN::ItemName_Mexiox_sw.dooku_on = "杜库的光剑",
2927454765::EN::ItemName_Mexiox_sw.jediblackpants = "Dark Jedi Pants",
2927454765::CN::ItemName_Mexiox_sw.jediblackpants = "黑暗绝地长裤",
2927454765::EN::ItemName_Mexiox_sw.jediboots = "Jedi Boots",
2927454765::CN::ItemName_Mexiox_sw.jediboots = "绝地靴",
2927454765::EN::ItemName_Mexiox_sw.jedibootsblack = "Dark Jedi Boots",
2927454765::CN::ItemName_Mexiox_sw.jedibootsblack = "黑暗绝地靴",
2927454765::EN::ItemName_Mexiox_sw.jedibrownpants = "Brown Jedi Pants",
2927454765::CN::ItemName_Mexiox_sw.jedibrownpants = "棕色绝地长裤",
2927454765::EN::ItemName_Mexiox_sw.jediropes = "Jedi Robes",
2927454765::CN::ItemName_Mexiox_sw.jediropes = "绝地长袍",
2927454765::EN::ItemName_Mexiox_sw.jediropesblack = "Dark Jedi Robes",
2927454765::CN::ItemName_Mexiox_sw.jediropesblack = "黑暗绝地长袍",
2927454765::EN::ItemName_Mexiox_sw.jediropesblackbelt = "Jedi Robes with black belt",
2927454765::CN::ItemName_Mexiox_sw.jediropesblackbelt = "带黑腰带的绝地长袍",
2927454765::EN::ItemName_Mexiox_sw.jediropesblackbrown = "Brown and black Jedi Robes",
2927454765::CN::ItemName_Mexiox_sw.jediropesblackbrown = "棕黑绝地长袍",
2927454765::EN::ItemName_Mexiox_sw.jediropesbrown = "Brown Jedi Robes",
2927454765::CN::ItemName_Mexiox_sw.jediropesbrown = "棕色绝地长袍",
2927454765::EN::ItemName_Mexiox_sw.jediwhitepants = "light-toned Jedi Pants",
2927454765::CN::ItemName_Mexiox_sw.jediwhitepants = "浅色绝地长裤",
2927454765::EN::ItemName_Mexiox_sw.kenobi_off = "Ben's Saber",
2927454765::CN::ItemName_Mexiox_sw.kenobi_off = "本的光剑",
2927454765::EN::ItemName_Mexiox_sw.kenobi_on = "Ben's Saber",
2927454765::CN::ItemName_Mexiox_sw.kenobi_on = "本的光剑",
2927454765::EN::ItemName_Mexiox_sw.kylo_off = "Kylo's Saber",
2927454765::CN::ItemName_Mexiox_sw.kylo_off = "凯洛的光剑",
2927454765::EN::ItemName_Mexiox_sw.kylo_on = "Kylo's Saber",
2927454765::CN::ItemName_Mexiox_sw.kylo_on = "凯洛的光剑",
2927454765::EN::ItemName_Mexiox_sw.luke_off = "Luke's Saber",
2927454765::CN::ItemName_Mexiox_sw.luke_off = "卢克的光剑",
2927454765::EN::ItemName_Mexiox_sw.luke_on = "Luke's Saber",
2927454765::CN::ItemName_Mexiox_sw.luke_on = "卢克的光剑",
2927454765::EN::ItemName_Mexiox_sw.lukesuit = "Luke's Jedi Suit",
2927454765::CN::ItemName_Mexiox_sw.lukesuit = "卢克的绝地套装",
2927454765::EN::ItemName_Mexiox_sw.mace_off = "Mace's Saber",
2927454765::CN::ItemName_Mexiox_sw.mace_off = "梅斯的光剑",
2927454765::EN::ItemName_Mexiox_sw.mace_on = "Mace's Saber",
2927454765::CN::ItemName_Mexiox_sw.mace_on = "梅斯的光剑",
2927454765::EN::Recipe_BlueMachete = "Blue Machete",
2927454765::CN::Recipe_BlueMachete = "蓝色马切特光剑",
2927454765::EN::Recipe_GreenMachete = "Green Machete",
2927454765::CN::Recipe_GreenMachete = "绿色马切特光剑",
2927454765::EN::Recipe_OrangeMachete = "Orange Machete",
2927454765::CN::Recipe_OrangeMachete = "橙色马切特光剑",
2927454765::EN::Recipe_PinkMachete = "Pink Machete",
2927454765::CN::Recipe_PinkMachete = "粉色马切特光剑",
2927454765::EN::Recipe_PurpleMachete = "Purple Machete",
2927454765::CN::Recipe_PurpleMachete = "紫色马切特光剑",
2927454765::EN::Recipe_RedMachete = "Red Machete",
2927454765::CN::Recipe_RedMachete = "红色马切特光剑",
2927454765::EN::Recipe_YellowMachete = "Yellow Machete",
2927454765::CN::Recipe_YellowMachete = "黄色马切特光剑",
2927454765::EN::Sandbox_Mexiox_ls = "Mexiox's - Light Sabers",
2927454765::CN::Sandbox_Mexiox_ls = "Mexiox的 - 光剑",
2927454765::EN::Sandbox_Mexiox_ls.Anakin_Chance = "Anakin Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.Anakin_Chance = "安纳金僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.Anakin_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.Anakin_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.Kenobi_Chance = "Ben Kenobi Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.Kenobi_Chance = "本·克诺比僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.Kenobi_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.Kenobi_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.LukeSkywalkerJedi_Chance = "Luke SkyWalker Jedi Version Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.LukeSkywalkerJedi_Chance = "卢克·天行者 (绝地版) 僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.LukeSkywalkerJedi_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.LukeSkywalkerJedi_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.LukeSkywalker_Chance = "Luke SkyWalker Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.LukeSkywalker_Chance = "卢克·天行者僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.LukeSkywalker_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.LukeSkywalker_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.Mace_Chance = "Mace Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.Mace_Chance = "梅斯僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.Mace_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.Mace_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.Sith1_Chance = "Dooku Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.Sith1_Chance = "杜库僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.Sith1_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.Sith1_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_ls.Sith2_Chance = "Kylo Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_ls.Sith2_Chance = "凯洛僵尸生成率",
2927454765::EN::Sandbox_Mexiox_ls.Sith2_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_ls.Sith2_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw = "Mexiox's - Light Sabers",
2927454765::CN::Sandbox_Mexiox_sw = "Mexiox的 - 光剑",
2927454765::EN::Sandbox_Mexiox_sw.Anakin_Chance = "Anakin Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.Anakin_Chance = "安纳金僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.Anakin_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.Anakin_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.Kenobi_Chance = "Ben Kenobi Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.Kenobi_Chance = "本·克诺比僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.Kenobi_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.Kenobi_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.LukeSkywalkerJedi_Chance = "Luke SkyWalker Jedi Version Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.LukeSkywalkerJedi_Chance = "卢克·天行者 (绝地版) 僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.LukeSkywalkerJedi_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.LukeSkywalkerJedi_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.LukeSkywalker_Chance = "Luke SkyWalker Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.LukeSkywalker_Chance = "卢克·天行者僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.LukeSkywalker_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.LukeSkywalker_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.Mace_Chance = "Mace Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.Mace_Chance = "梅斯僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.Mace_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.Mace_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.Sith1_Chance = "Dooku Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.Sith1_Chance = "杜库僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.Sith1_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.Sith1_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::Sandbox_Mexiox_sw.Sith2_Chance = "Kylo Zombie Spawnrate",
2927454765::CN::Sandbox_Mexiox_sw.Sith2_Chance = "凯洛僵尸生成率",
2927454765::EN::Sandbox_Mexiox_sw.Sith2_Chance_tooltip = "Remember, this only adds up to the posibility of them spawning, but putting 100 does not mean it will only spawn this type of zombie, it will share the world with the rest",
2927454765::CN::Sandbox_Mexiox_sw.Sith2_Chance_tooltip = "请记住, 这只会增加它们的生成可能性, 但设为100并不意味着只生成这种僵尸, 它会与其他类型共享世界.",
2927454765::EN::UI_optionscreen_binding_Ignite_LS = "Ignite Light Saber Key",
2927454765::CN::UI_optionscreen_binding_Ignite_LS = "点燃光剑按键",
2927454765::EN::UI_optionscreen_binding_Mexiox_ls = "Mexiox's Light Saber",
2927454765::CN::UI_optionscreen_binding_Mexiox_ls = "Mexiox的光剑",
2927454765::EN::UI_optionscreen_binding_Mexiox_machetes = "Mexiox's - Light Saber",
2927454765::CN::UI_optionscreen_binding_Mexiox_machetes = "Mexiox的 - 光剑",
2927454765::EN::UI_optionscreen_binding_Mexiox_sw = "Mexiox's Light Saber",
2927454765::CN::UI_optionscreen_binding_Mexiox_sw = "Mexiox的光剑",


------ 3625951765 :: [B42.13] Simple Slings Mod - Rifle Slings Only ------

	3625951765::EN::ContextMenu_KnifeSheath_Wear = "Gear on the thigh",
	3625951765::CN::ContextMenu_KnifeSheath_Wear = "装备刀鞘 (腿上)",
	3625951765::EN::ContextMenu_KnifeSheath_WearBack = "Gear on the waist",
	3625951765::CN::ContextMenu_KnifeSheath_WearBack = "装备刀鞘 (背后)",
	3625951765::EN::ContextMenu_WearLoose = "Wear Loose",
	3625951765::CN::ContextMenu_WearLoose = "穿上宽松织带",
	3625951765::EN::ContextMenu_WearTight = "Wear Tight",
	3625951765::CN::ContextMenu_WearTight = "穿上紧身织带",
	3625951765::EN::IGUI_HotbarAttachment_Back2 = "Tactical vest hanging",
	3625951765::CN::IGUI_HotbarAttachment_Back2 = "战术背心挂位",
	3625951765::EN::IGUI_HotbarAttachment_Back3 = "Back3",
	3625951765::CN::IGUI_HotbarAttachment_Back3 = "战术背心挂位",
	3625951765::EN::IGUI_HotbarAttachment_ChestRig = "ChestRig",
	3625951765::CN::IGUI_HotbarAttachment_ChestRig = "索具挂位",
	3625951765::EN::IGUI_HotbarAttachment_ChestRigRight = "ChestRigRight",
	3625951765::CN::IGUI_HotbarAttachment_ChestRigRight = "织带挂位",
	3625951765::EN::IGUI_HotbarAttachment_KatanaSheath = "KatanaSheath",
	3625951765::CN::IGUI_HotbarAttachment_KatanaSheath = "刀鞘 (武士刀)",
	3625951765::EN::IGUI_HotbarAttachment_KnifeSheath = "KnifeSheath",
	3625951765::CN::IGUI_HotbarAttachment_KnifeSheath = "刀鞘",
	3625951765::EN::IGUI_HotbarAttachment_KnifeSheathBack = "KnifeSheathBack",
	3625951765::CN::IGUI_HotbarAttachment_KnifeSheathBack = "刀鞘 (黑)",
	3625951765::EN::IGUI_HotbarAttachment_Sling = "Front \",
	3625951765::CN::IGUI_HotbarAttachment_Sling = "步枪背带",
	3625951765::EN::IGUI_HotbarAttachment_SlingAlt = "Front /",
	3625951765::CN::IGUI_HotbarAttachment_SlingAlt = "步枪背带2",
	3625951765::EN::IGUI_HotbarAttachment_SlingAlt2 = "Front --",
	3625951765::CN::IGUI_HotbarAttachment_SlingAlt2 = "步枪背带3",
	3625951765::EN::IGUI_HotbarAttachment_SlingAlt3 = "Rear Sling",
	3625951765::CN::IGUI_HotbarAttachment_SlingAlt3 = "步枪背带4",
	3625951765::EN::ItemName_Base.BackRig = "Simple BackRig",
	3625951765::CN::ItemName_Base.BackRig = "简易背部索具",
	3625951765::EN::ItemName_Base.ChestRig = "Simple ChestRig",
	3625951765::CN::ItemName_Base.ChestRig = "简易胸部索具",
	3625951765::EN::ItemName_Base.KatanaSheath = "Simple KatanaSheath",
	3625951765::CN::ItemName_Base.KatanaSheath = "简易武士刀刀鞘",
	3625951765::EN::ItemName_Base.KnifeSheath = "Simple Knife sheath",
	3625951765::CN::ItemName_Base.KnifeSheath = "简易刀鞘 (大腿)",
	3625951765::EN::ItemName_Base.KnifeSheath(back) = "Simple Knife sheath(back)",
	3625951765::CN::ItemName_Base.KnifeSheath(back) = "简易刀鞘 (背后)",
	3625951765::EN::ItemName_Base.SlingA = "Simple Rifle Sling",
	3625951765::CN::ItemName_Base.SlingA = "简易步枪背带",
	3625951765::EN::ItemName_Base.SlingAalt = "Simple Rifle Sling",
	3625951765::CN::ItemName_Base.SlingAalt = "简易步枪背带",
	3625951765::EN::ItemName_Base.SlingAalt2 = "Simple Rifle Sling",
	3625951765::CN::ItemName_Base.SlingAalt2 = "简易步枪背带",
	3625951765::EN::ItemName_Base.SlingAalt3 = "Simple Rifle Sling",
	3625951765::CN::ItemName_Base.SlingAalt3 = "简易步枪背带",
	3625951765::EN::ItemName_Base.TacticalVest = "Simple Tactical vest",
	3625951765::CN::ItemName_Base.TacticalVest = "简易战术背心",
	3625951765::EN::ItemName_Base.Webbing = "Simple Webbing",
	3625951765::CN::ItemName_Base.Webbing = "简易织带",
	3625951765::EN::ItemName_Base.WebbingLoose = "Simple WebbingLoose",
	3625951765::CN::ItemName_Base.WebbingLoose = "简易织带 (宽松的)",
	3625951765::EN::ItemName_Base.Webbing_Black = "Simple Webbing_Black",
	3625951765::CN::ItemName_Base.Webbing_Black = "简易黑色织带",
	3625951765::EN::ItemName_Base.Webbing_BlackLoose = "Simple Webbing_BlackLoose",
	3625951765::CN::ItemName_Base.Webbing_BlackLoose = "简易织带 (宽松的)",
	3625951765::EN::ItemName_Base.Webbing_Military = "Simple Webbing_Military",
	3625951765::CN::ItemName_Base.Webbing_Military = "简易军事织带",
	3625951765::EN::ItemName_Base.Webbing_MilitaryLoose = "Simple Webbing_MilitaryLoose",
	3625951765::CN::ItemName_Base.Webbing_MilitaryLoose = "简易军事织带 (宽松的)",
		3625951765::EN::ItemName_OmniSling.SlingA = "Rifle Sling1",
		3625951765::CN::ItemName_OmniSling.SlingA = "",
		3625951765::EN::ItemName_OmniSling.SlingAalt = "Rifle Sling2",
		3625951765::CN::ItemName_OmniSling.SlingAalt = "",
		3625951765::EN::ItemName_OmniSling.SlingAalt2 = "Rifle Sling3",
		3625951765::CN::ItemName_OmniSling.SlingAalt2 = "",
		3625951765::EN::ItemName_OmniSling.SlingAalt3 = "Rifle Sling4",
		3625951765::CN::ItemName_OmniSling.SlingAalt3 = "",
	3625951765::EN::Recipe_Make_Back_Rig = "Make Simple Back Rig",
	3625951765::CN::Recipe_Make_Back_Rig = "制作背部索具",
	3625951765::EN::Recipe_Make_Chest_Rig = "Make Simple Chest Rig",
	3625951765::CN::Recipe_Make_Chest_Rig = "制作胸部索具",
	3625951765::EN::Recipe_Make_Katana_Sheath = "Make Simple Katana Sheath",
	3625951765::CN::Recipe_Make_Katana_Sheath = "制作武士刀刀鞘",
	3625951765::EN::Recipe_Make_Rifle_Sling = "Make Simple Rifle Sling",
	3625951765::CN::Recipe_Make_Rifle_Sling = "制作步枪背带",
	3625951765::EN::Recipe_Make_Simple_Knife_sheath = "Make Simple Knife sheath",
	3625951765::CN::Recipe_Make_Simple_Knife_sheath = "制作刀鞘",
		3625951765::EN::Recipe_Make_Tactical_vest = "Make Simple Tactical vest",
		3625951765::CN::Recipe_Make_Tactical_vest = "",
	3625951765::EN::Recipe_Make_Webbing = "Make Simple Webbing",
	3625951765::CN::Recipe_Make_Webbing = "制作织带",
	3625951765::EN::Recipe_Make_Tactical_Vest = "======Original Text Missing====",
	3625951765::CN::Recipe_Make_Tactical_Vest = "制作战术背心",


------ 3468159865 :: Sit on the key ------

3468159865::EN::UI_SitOnTheKey_OptionsText = "Sit on the ground",
3468159865::CN::UI_SitOnTheKey_OptionsText = "坐在地上休息",
3468159865::EN::UI_SitOnTheKey_OptionsTitle = "Sit On The Key - Options",
3468159865::CN::UI_SitOnTheKey_OptionsTitle = "按键坐下 - 选项",
3468159865::EN::UI_SitOnTheKey_OptionsTooltip = "A key that when pressed will make the character sit on the ground",
3468159865::CN::UI_SitOnTheKey_OptionsTooltip = "一个按键, 按下后会使角色坐下休息",


------ 3409434765 :: [ABANDONNED] The Last of Us Infected ------

3409434765::EN::IGUI_TLOU_Bloater = "Bloater",
3409434765::CN::IGUI_TLOU_Bloater = "巨无霸",
3409434765::EN::IGUI_TLOU_Clicker = "Clicker",
3409434765::CN::IGUI_TLOU_Clicker = "循声者",
3409434765::EN::IGUI_TLOU_Runner = "Runner",
3409434765::CN::IGUI_TLOU_Runner = "奔跑者",
3409434765::EN::IGUI_TLOU_Stalker = "Stalker",
3409434765::CN::IGUI_TLOU_Stalker = "潜行者",
3409434765::EN::IGUI_TLOU_zombieName = "infected",
3409434765::CN::IGUI_TLOU_zombieName = "感染者",
3409434765::EN::IGUI_TLOU_zombiesName = "infected",
3409434765::CN::IGUI_TLOU_zombiesName = "感染者",
3409434765::EN::ItemName_TLOU.Hat_Fungi_Loot = "Dead Cordyceps Fungi",
3409434765::CN::ItemName_TLOU.Hat_Fungi_Loot = "虫草真菌 (死亡)",
3409434765::EN::Print_Media_TLOUInfectionTime_info = "<type:parent, width:580, height:820><type:texture, x:0, y:0, texture:getTexture("media/textures/printMedia/FlyerPics/flier_infection_time.png"), width:580, height:820>",
3409434765::CN::Print_Media_TLOUInfectionTime_info = "<type:parent, width:580, height:820><type:texture, x:0, y:0, texture:getTexture ("media/textures/printMedia/FlyerPics/flier_infection_time.png"), width:580, height:820>",
3409434765::EN::Print_Media_TLOUInfectionTime_title = "Time to full infection",
3409434765::CN::Print_Media_TLOUInfectionTime_title = "完全感染所需时间",
3409434765::EN::Print_Text_TLOUInfectionTime_info = "IF INFECTING WOUND IS LOCATED ON\n[body diagram]\n\n1. NECK, FACE, HEAD - [neck wound image]\n5-15 minutes\n\n2. TORSE, ARM, SHOULDER, HAND - [arm wound image]\n2-8 hours\n\n3. LEG, FOOT - [leg wound image]\n12-24 hours\n\nREPORT CORDYCEPS TO AUTHORITIES IMMEDIATELY - [FEDRA logo]",
3409434765::CN::Print_Text_TLOUInfectionTime_info = "如果感染伤口位于\n[身体图解]\n\n1. 颈部, 面部, 头部 - [颈部伤口图像]\n5-15 分钟\n\n2. 躯干, 手臂, 肩膀, 手部 - [手臂伤口图像]\n2-8 小时\n\n3. 腿部, 脚部 - [腿部伤口图像]\n12-24 小时\n\n立即向当局报告虫草菌感染 - [FEDRA 标志]",
